Name,Total Time,Total Time (CPU),Hits
       Self time,0.0 ms (0%),0.0 ms (0%),1
      Self time,0.0 ms (0%),0.0 ms (0%),1
     Self time,0.0 ms (0%),0.0 ms (0%),1
    Self time,0.0 ms (0%),0.0 ms (0%),1
   Self time,0.0 ms (0%),0.0 ms (0%),1
  Self time,0.0 ms (0%),0.0 ms (0%),1
http-nio-8080-exec-5,"75,998 ms (-0%)",87.8 ms (-0%),1
 java.lang.Thread.run (),"75,998 ms (-0%)",87.8 ms (-0%),1
  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run (),"75,998 ms (-0%)",87.8 ms (-0%),1
   java.util.concurrent.ThreadPoolExecutor$Worker.run (),"75,998 ms (-0%)",87.8 ms (-0%),1
    java.util.concurrent.ThreadPoolExecutor.runWorker (),"75,998 ms (-0%)",87.8 ms (-0%),1
     java.util.concurrent.ThreadPoolExecutor.getTask (),"75,910 ms (-0%)",0.0 ms (0%),2
      org.apache.tomcat.util.threads.TaskQueue.take (),"75,910 ms (-0%)",0.0 ms (0%),2
       org.apache.tomcat.util.threads.TaskQueue.take (),"75,910 ms (-0%)",0.0 ms (0%),2
        java.util.concurrent.LinkedBlockingQueue.take (),"75,910 ms (-0%)",0.0 ms (0%),2
        Self time,0.0 ms (0%),0.0 ms (0%),2
       Self time,0.0 ms (0%),0.0 ms (0%),2
      Self time,0.0 ms (0%),0.0 ms (0%),2
     org.apache.tomcat.util.net.SocketProcessorBase.run (),87.8 ms (-0%),87.8 ms (-0%),1
      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun (),87.8 ms (-0%),87.8 ms (-0%),1
       org.apache.coyote.AbstractProtocol$ConnectionHandler.process (),87.8 ms (-0%),87.8 ms (-0%),1
        org.apache.coyote.AbstractProcessorLight.process (),87.8 ms (-0%),87.8 ms (-0%),1
         org.apache.coyote.http11.Http11Processor.service (),87.8 ms (-0%),87.8 ms (-0%),1
          org.apache.catalina.connector.CoyoteAdapter.service (),87.8 ms (-0%),87.8 ms (-0%),1
           org.apache.catalina.core.StandardEngineValve.invoke (),87.8 ms (-0%),87.8 ms (-0%),1
            org.apache.catalina.valves.ErrorReportValve.invoke (),87.8 ms (-0%),87.8 ms (-0%),1
             org.apache.catalina.core.StandardHostValve.invoke (),87.8 ms (-0%),87.8 ms (-0%),1
              org.apache.catalina.authenticator.AuthenticatorBase.invoke (),87.8 ms (-0%),87.8 ms (-0%),1
               org.apache.catalina.core.StandardContextValve.invoke (),87.8 ms (-0%),87.8 ms (-0%),1
                org.apache.catalina.core.StandardWrapperValve.invoke (),87.8 ms (-0%),87.8 ms (-0%),1
                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                   org.springframework.web.filter.OncePerRequestFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal (),87.8 ms (-0%),87.8 ms (-0%),1
                     org.apache.catalina.core.ApplicationFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                       org.springframework.web.filter.OncePerRequestFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                        org.springframework.web.filter.FormContentFilter.doFilterInternal (),87.8 ms (-0%),87.8 ms (-0%),1
                         org.apache.catalina.core.ApplicationFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                           org.springframework.web.filter.OncePerRequestFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                            org.springframework.web.filter.RequestContextFilter.doFilterInternal (),87.8 ms (-0%),87.8 ms (-0%),1
                             org.apache.catalina.core.ApplicationFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                               org.springframework.web.filter.DelegatingFilterProxy.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate (),87.8 ms (-0%),87.8 ms (-0%),1
                                 org.springframework.security.web.FilterChainProxy.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                  org.springframework.security.web.FilterChainProxy.doFilterInternal (),87.8 ms (-0%),87.8 ms (-0%),1
                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                    org.springframework.web.filter.OncePerRequestFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal (),87.8 ms (-0%),87.8 ms (-0%),1
                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                         org.springframework.web.filter.OncePerRequestFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal (),87.8 ms (-0%),87.8 ms (-0%),1
                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter (),87.8 ms (-0%),87.8 ms (-0%),1
                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                               org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                                 org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                                   org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                                     org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),87.8 ms (-0%),87.8 ms (-0%),1
